Series Name,Series Code,Country Name,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mozambique,..,..,0.048918123,0.058850157,0.072277751,0.115428894,0.116801725,0.111683351,0.139708504,0.156958453,0.144932226,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Myanmar,..,..,0.019531396,0.045090763,0.04419306,0.041829381,..,..,..,0.060779929,0.055394164,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Namibia,..,..,0.015160194,0.022253345,0.433003345,0.794095286,1.064577964,1.551676605,1.755204882,1.930763218,2.1912609,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nauru,..,..,..,..,9.476309227,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nepal,..,..,0.04571531,0.064336171,0.224156165,0.348559143,0.83939301,1.120451414,0.891164315,1.064340033,0.779583579,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Netherlands,..,1.639358423,35.17288001,37.00800457,38.09152836,38.98911966,39.81089407,40.526924,40.77378418,41.73008565,42.16312001,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,New Caledonia,..,..,10.63154422,13.63419313,15.50294465,17.12145597,18.92121428,20.89701204,22.4382659,21.04185113,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,New Zealand,..,0.120735131,21.3866578,23.64906206,24.99922164,26.68827707,28.52112581,29.20705293,30.97982598,31.56603565,32.39907664,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nicaragua,..,0.013723015,0.762387608,1.369902368,1.258611637,1.44098046,1.690863061,2.165734339,1.805870355,1.858991674,2.791422884,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Niger,..,..,0.004186487,0.006534689,0.009437674,0.012803227,0.021384805,0.035892003,0.049636354,0.057088349,0.067888574,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nigeria,..,..,0.044823002,0.052746468,0.062055837,..,0.008457431,0.008665709,0.008817092,0.007896539,0.014891556,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Norway,..,0.518682546,33.01483505,34.49873843,35.23341983,36.1198393,37.20005006,37.89103037,38.82872172,39.71267249,40.37083807,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Oman,..,..,1.251078167,1.544406329,2.089220371,2.585879143,3.419552378,4.247553438,4.509445072,5.609576065,6.190953212,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pakistan,..,..,0.100643033,0.230242691,0.455957357,0.662045266,0.846622047,0.89386286,1.084995545,0.953099019,0.859311935,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Palau,..,..,0.548744315,0.697994495,1.167562286,2.513830923,4.326876747,8.62893202,5.261411575,5.748907989,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Panama,..,..,5.521066673,6.482051503,7.0223766,7.56207687,7.751636452,7.951668793,7.897698864,7.928250347,9.548675545,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Papua New Guinea,..,..,0.045596948,0.066414818,0.08893496,0.106944597,0.128365943,0.154344975,0.176562457,0.196545542,0.21827333,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Paraguay,..,0.002803606,0.205259617,1.219951593,1.385400391,1.827160013,2.035960075,2.301811374,2.67615303,3.140335865,3.350441407,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Peru,..,0.004146141,2.534662296,2.86049054,3.186646678,4.091749531,4.81123657,5.309563731,5.74296395,6.416508727,6.721873355,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Philippines,..,..,1.157133017,1.874496117,..,1.884203303,2.219699958,2.614804906,2.897204314,4.783941598,5.457909609,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Poland,..,..,11.6855642,14.65167284,15.33688245,18.24945259,18.02541074,18.39789139,18.92661232,19.00901334,19.22085468,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Portugal,..,0.244066868,15.47252046,18.0690491,20.08244355,21.16545125,22.54641825,24.16401116,25.66846341,29.61530494,31.82308278,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Puerto Rico,..,..,11.43372551,12.91522669,14.8670866,15.08226812,15.51673593,16.31014462,16.56894979,17.99640114,18.67599019,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Qatar,..,..,7.812221786,9.255269225,8.332052171,8.613785532,9.028321679,9.936352783,9.904820108,10.11567936,10.76591884,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Romania,..,..,11.46098045,12.83512108,13.72551423,15.05415373,16.27847466,17.46782106,18.55741138,19.75111127,20.67787954,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Russian Federation,..,..,6.458930705,8.977676423,10.93178398,12.29436224,14.6143373,16.62447156,17.51313356,18.9175332,19.46634479,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Rwanda,..,..,0.01095573,0.021026304,0.03637628,0.077573184,0.047984775,0.023614782,0.02410734,0.169979011,0.170231342,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Samoa,..,..,0.087220078,0.108281358,0.107510119,..,0.573882015,0.650305717,1.053531494,1.078518641,1.229491344,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,San Marino,..,..,16.0398049,17.74056942,19.41609151,21.05771708,31.68944219,32.53307047,36.98201473,36.60461606,37.56809217,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sao Tome and Principe,..,..,0.204454007,0.255714616,0.328231254,0.402343089,0.41361418,0.506754131,0.555886842,0.647989703,0.686151772,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Saudi Arabia,..,..,3.975133767,5.365345126,6.279160979,7.029306677,8.979652222,10.12769838,10.32446733,11.92389753,10.80958193,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Senegal,..,..,0.386949986,0.466519481,0.607286293,0.695482928,0.696203219,0.755189171,0.710481063,0.672198851,0.639073483,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Serbia,..,..,5.695465551,7.411935683,10.86650128,12.4134366,13.71315027,15.23280802,15.56662123,17.37876703,18.94738964,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Seychelles,..,..,3.800805321,5.027766431,7.447811595,10.252835,11.45453167,13.36844826,12.67549782,14.31405593,14.90104897,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Singapore,..,1.761017654,22.092629,24.84735045,26.35180486,27.12154021,27.01732367,27.59557606,26.71692494,26.45017696,25.44654773,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Slovak Republic,..,..,11.16601181,14.28663067,16.13993132,17.51936904,19.19824921,20.34889215,21.84052742,23.33891363,24.47242172,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Slovenia,..,..,20.9249829,21.96553451,22.90525121,23.97592184,24.63277131,25.31958299,26.77862509,27.36905899,28.2503192,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Solomon Islands,..,..,0.297890341,0.388376663,0.47906057,0.451675381,0.387919898,0.335690651,0.233039198,0.242950168,0.213395607,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Somalia,..,..,..,..,..,..,0.392344034,0.571669054,0.647809188,0.737230339,0.803762026,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Africa,..,..,0.847466259,0.945184357,1.444054491,1.745941759,2.113545014,3.060493447,3.211005186,2.634720283,2.841486292,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Sudan,..,..,..,..,1.93E-05,3.85E-05,0.000156862,0.000885256,0.000851882,0.001234332,0.001197048,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Spain,..,0.189554715,20.19291839,21.42007308,23.06605005,24.00950447,24.64903463,26.10878739,27.63110934,28.69316342,29.45343783,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sri Lanka,..,..,0.49833792,0.823234513,1.099852742,1.715607517,1.677876286,1.994793644,2.646679824,2.896176087,4.098086111,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,St. Kitts and Nevis,..,..,21.72568969,25.12999942,27.88814181,23.78660022,24.26097342,24.54282076,25.58542773,29.57237793,29.31031401,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,St. Lucia,..,..,8.988965693,10.60844749,11.55092814,11.90376581,13.586001,13.55329643,15.34820641,15.37063973,15.92747454,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,St. Vincent and the Grenadines,..,..,8.578390956,10.53281952,11.43656921,12.11536527,12.44914193,13.35247273,13.45512064,15.50642749,19.98829864,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sudan,..,..,0.107750422,..,0.03099747,0.04784397,0.066645429,0.067713604,0.053664935,0.069883241,0.064123281,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Suriname,..,..,1.116863159,1.743458426,2.884600731,4.371782747,5.47535175,6.878666953,8.530587857,9.607151713,12.88137494,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Swaziland,..,..,0.066901863,0.128144176,0.306583928,0.661959363,0.278557415,0.336130688,0.402302115,0.466737559,0.537284885,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sweden,..,2.806492669,31.43444502,31.63264966,31.97017745,32.04011233,32.31072303,32.88664162,34.07038808,36.06645552,36.2831678,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Switzerland,..,0.78731927,33.40227742,35.40334671,37.20713045,38.89147463,40.16769702,42.56208317,42.47296117,45.10760917,46.27466695,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Syrian Arab Republic,..,..,0.054334855,0.164785794,0.324237889,0.55631068,1.106247226,1.580715297,2.279541439,3.143948465,4.011871871,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tajikistan,..,..,0.050280045,0.059081053,0.061620547,0.064236678,0.067424232,0.070664197,0.072541782,0.069683303,0.068094997,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tanzania,..,..,0.015162752,0.015918972,0.016796621,0.060982072,0.086484539,0.114561256,0.16667501,0.202712539,0.254405311,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Thailand,..,..,3.131809854,3.959540618,4.897195152,5.850427446,6.76648938,7.748039255,8.092471722,9.241737473,10.6883505,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Timor-Leste,..,..,0.006760334,0.044258972,0.046319885,0.05016907,0.05385484,0.061789476,0.089202118,0.087663345,0.086122542,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Togo,..,..,0.031916541,0.067800946,0.431730726,0.525917818,0.624619144,0.10143785,0.180316889,0.880069538,0.607036414,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tonga,..,..,0.70036038,0.965651767,1.056696574,1.243376628,1.429374601,1.614082394,1.701612751,2.310606417,2.800126939,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Trinidad and Tobago,..,..,6.490718592,9.834043847,12.26192403,12.92628661,15.05937841,15.84445003,18.35542149,19.97219865,18.94118546,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tunisia,..,..,2.187642545,3.54751939,4.535475078,5.201843231,4.848847094,4.728625387,4.486233076,5.108716781,5.648053663,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turkey,..,..,8.181747781,9.054167904,9.839762223,10.39078637,10.63415326,11.86851402,11.69133624,12.39344232,13.55059996,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turkmenistan,..,..,0.001525152,0.009339296,0.014339562,0.021540464,0.02706396,0.034350673,0.04333759,0.055829669,0.073547434,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tuvalu,..,..,2.962811606,1.019575856,2.442250941,4.571312475,5.578093306,7.087889834,9.096422074,10.08471158,10.05833836,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uganda,..,..,0.015098116,0.018256877,0.041191962,0.101041127,0.105651648,0.110434383,0.142099458,0.201099806,0.261064853,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Ukraine,..,..,3.443722578,4.123207433,6.418779324,6.921824579,8.005667655,8.834340341,9.293523561,11.80934808,11.98652729,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United Arab Emirates,..,0.065194003,8.201308057,8.945263859,9.320790752,9.713822686,10.37393227,11.14829466,11.55839995,12.88953223,13.29981078,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United Kingdom,..,0.089717904,28.22289871,28.97405523,30.85650759,32.98080381,34.54060538,36.49218559,37.37610065,38.61345092,39.17956479,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,United States,..,2.484192986,25.15186724,25.84623436,27.06894497,28.04499973,29.13778444,30.00493209,30.32087809,31.43196373,32.36960518,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uruguay,..,..,7.301834813,9.447716677,11.37458622,13.9759999,17.10237794,21.63382997,24.57842088,26.2662912,26.78952985,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uzbekistan,..,..,0.244086563,0.323935676,0.424930148,0.524869754,0.772824116,1.058612429,2.797791094,6.017469175,9.128153275,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Vanuatu,..,..,0.088731932,0.216606811,0.211596325,0.139384063,0.125373086,0.122644533,1.768866555,1.628342327,1.625440123,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Venezuela, RB",..,0.018326294,3.96553566,4.903425248,5.760629747,6.154574691,6.799278326,7.345554332,7.779508983,8.244989519,8.23271469,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Vietnam,..,..,2.345166179,3.644194002,4.120638136,4.268754452,5.259460934,5.620190888,6.483694578,8.199909345,9.910908178,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Virgin Islands (U.S.),..,..,6.944600517,8.448324416,8.554078698,..,..,8.534423739,8.521237546,8.418610742,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,West Bank and Gaza,..,..,..,..,..,3.790871565,4.417874305,4.924883763,5.30027538,6.034538666,6.872838969,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Yemen, Rep.",..,..,0.119795954,0.242919078,0.369019771,0.467726727,0.70139666,1.052140744,1.361715326,1.546891207,1.64860435,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zambia,..,0.000207901,0.045783227,0.083446192,0.077680348,0.120399337,0.106564082,0.092491457,0.136615387,0.150712608,0.198230198,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Zimbabwe,..,..,0.14080055,0.365662967,0.252351881,0.25451506,0.523924068,0.734406962,1.042746839,1.089896905,1.103375138,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Arab World,..,..,1.294257521,1.998055387,2.078842227,2.727606806,3.123042953,3.503220005,4.015257369,4.744564641,5.178232432,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Caribbean small states,..,..,4.87356096,6.305277668,6.825125928,7.139740667,8.928084942,9.537050341,10.56689826,12.3971025,13.65616529,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Central Europe and the Baltics,..,..,13.33966463,15.7536686,16.98182755,19.03031971,19.68555743,20.74121643,21.46250808,22.09703332,22.71745617,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Early-demographic dividend,..,..,1.153078094,1.493891161,1.772213367,2.057668773,2.394286285,2.629193936,2.887260667,3.229415696,3.544843788,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific,..,0.324029971,6.937349527,8.190224188,9.707598021,10.86906609,12.11497251,12.83012175,13.45354718,16.64516107,18.79612056,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific (excluding high income),..,0.001790022,4.681940186,5.909603686,7.370950638,8.663836958,9.922402659,10.63657479,11.2331218,14.85498113,17.16334694,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,East Asia & Pacific (IDA & IBRD countries),..,0.001790022,4.681896904,5.909549238,7.370882723,8.663772915,9.922342864,10.63655334,11.23305793,14.85488616,17.16334694,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Euro area,..,0.447929938,23.92290745,26.06204382,27.74419773,28.97996608,29.942537,30.98217131,32.12455623,33.35489541,34.30642494,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia,..,..,15.51496817,17.33400539,18.96613909,20.30919584,21.51839457,22.80892476,23.69744835,24.94659483,25.73811869,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia (excluding high income),..,..,5.643709019,7.274744263,8.930966565,10.09551027,11.61929583,13.06305541,13.72977539,15.10219891,15.88085987,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Europe & Central Asia (IDA & IBRD countries),..,..,6.168439156,7.913481216,9.484044353,10.79773825,12.16967599,13.52037533,14.17681314,15.43758163,16.16645103,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,European Union,..,0.436367437,22.68460298,24.66277208,26.26434628,27.75668405,28.71157506,29.86541743,30.9084235,32.04239332,32.86412795,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Fragile and conflict affected situations,..,..,0.097170038,0.166958033,0.18258366,..,..,0.483498527,0.741672922,0.762737078,0.846380645,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Heavily indebted poor countries (HIPC),..,..,0.06787158,0.082841938,0.083260558,0.13561677,0.158387835,0.193387624,0.251538927,0.278782664,0.33071169,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,High income,..,1.672953322,23.58213138,25.01184685,26.32288131,27.51478152,28.45769259,29.41884758,30.17964936,31.09161394,31.89051207,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IBRD only,..,..,3.531444647,4.451056771,5.428021826,6.471706792,7.216304062,7.786504697,8.263257275,10.27012072,11.49889465,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA & IBRD total,..,..,2.791326881,3.536050407,4.201710114,5.251072739,5.680465629,6.07214963,6.459741561,7.943588819,8.879866192,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA blend,..,..,0.121282403,0.207361922,0.325305281,..,0.529269584,0.587901885,0.791208475,0.948040355,1.109078753,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA only,..,..,0.055569478,0.110809761,0.131265583,0.193203585,0.266130516,0.42134234,0.650296989,0.842171192,0.989449292,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,IDA total,..,..,0.079544904,0.147167847,0.197866883,0.318716388,0.362912635,0.479792738,0.699363068,0.877354441,1.029192146,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Late-demographic dividend,..,0.009487489,5.785570863,7.229791238,8.670704962,10.49819161,11.70684178,12.66020022,13.4510323,17.14165253,19.354608,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & Caribbean,..,0.034975224,4.926214083,5.903069444,6.697442714,8.022931603,8.657179007,9.366352838,9.844376148,10.5934624,11.20688009,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & Caribbean (excluding high income),..,0.03437534,4.735865623,5.684020339,6.471710607,7.800577361,8.408007092,9.098303197,9.548926174,10.2760062,10.89016612,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & the Caribbean (IDA & IBRD countries),..,0.034975224,4.969459668,5.95973821,6.763568698,8.125227992,8.758108636,9.479462438,9.961882728,10.71918574,11.34118029,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Least developed countries: UN classification,..,..,0.04382886,0.094255138,0.110717054,0.153568998,0.210693124,0.355956003,0.573588622,0.767644003,0.887509137,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Low & middle income,..,..,2.702014843,3.427025417,4.091691781,5.120541266,5.556016732,5.946524123,6.330359326,7.823031185,8.76445014,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Low income,..,..,0.035444752,0.051677742,0.061742688,0.107252552,0.152980109,0.198982661,0.236459727,0.269049724,0.274420017,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Lower middle income,..,..,0.526992735,0.791628128,0.991700047,1.261760723,1.384406054,1.501730043,1.69906999,2.014222406,2.30142561,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa,..,..,1.731463475,2.184784045,2.646097514,3.552372268,4.440906054,5.147485996,6.224661831,7.186716744,7.747350073,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa (excluding high income),..,..,0.831590451,1.171924713,1.597285518,2.400066812,3.223922297,3.899975926,5.113054034,6.052856506,6.771323028,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle East & North Africa (IDA & IBRD countries),..,..,0.831590451,1.171924713,1.597285518,2.380907737,3.207322441,3.88558862,5.110400061,6.053118725,6.769855625,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Middle income,..,..,2.901068056,3.692428809,4.484722653,5.540840071,6.044869294,6.543377694,6.985947452,8.648094902,9.706677888,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,North America,..,2.689827474,25.5831746,26.30921852,27.53136737,28.50595785,29.57454578,30.4436371,30.82663117,31.92061296,32.85736376,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Not classified,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,OECD members,..,1.48825548,21.89050819,23.34900326,24.59607194,25.72375864,26.57491774,27.39694626,28.04432959,29.11433267,29.99498455,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Other small states,..,..,4.421528128,5.194570028,5.322343146,6.152825843,6.417452491,6.802827017,7.017245055,7.170449641,7.430588447,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pacific island small states,..,..,0.841620763,0.871204161,1.431245464,1.548128271,0.991495742,0.991674861,1.262278898,1.268181037,1.22275801,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Post-demographic dividend,..,1.718987383,23.74252168,25.2139149,26.71372669,27.8963297,28.8545546,29.84465462,30.64228394,31.84553355,32.72586266,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pre-demographic dividend,..,..,0.044016182,0.049318994,0.0526761,..,0.091387363,0.090352305,0.113075012,0.143368072,0.156298774,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Small states,..,..,4.294313491,5.16179402,5.38123043,6.101782379,6.593239471,6.970327355,7.342295594,7.802918738,8.23071265,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Asia,..,..,0.359881974,0.546190504,0.77838878,0.967313221,1.073950407,1.128216268,1.282707115,1.43603423,1.594942925,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Asia (IDA & IBRD),..,..,0.359881974,0.546190504,0.77838878,0.967313221,1.073950407,1.128216268,1.282707115,1.43603423,1.594942925,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa,..,..,0.11216441,0.134152705,0.161159807,0.26459541,0.249333207,0.320946253,0.376224073,0.369099229,0.400104424,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa (excluding high income),..,..,0.111700118,0.133525041,0.160363652,0.263128555,0.24810218,0.319637897,0.375016318,0.367759235,0.39874022,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa (IDA & IBRD countries),..,..,0.11216441,0.134152705,0.161159807,0.26459541,0.249333207,0.320946253,0.376224073,0.369099229,0.400104424,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Upper middle income,..,0.008845209,5.452011796,6.787058449,8.151779219,9.971218601,11.18238546,12.14241937,12.89549397,16.24932675,18.25900279,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,World,..,..,6.289640777,7.135019455,7.879633046,9.035391755,9.429114339,9.858920266,10.27759402,11.62203873,12.51651425,..